filename,target_classes,recording_device,device_placement,recording_environment,scene_description,license,collector_id,non_target_classes
001764.wav,microwave;running_water;cutlery_dishes,Motorola G84 5G,static,kitchen,"I close the microwave and start it. Then I turn on the tap to clean a glass using a sponge and dishwashing soap, causing a squeaking sound.",CC0 (Public Domain Dedication),200849019bb311ad,cupboard_closing;microwave_door_closing;sponge_squeaking
005082.wav,footsteps;running_water;wardrobe_drawer_open_close,Redmi Note 13 Pro+ 5G,static,kitchen,A person approaching the kitchen and looking in a wardrobe. After that he turns on the water. After a few seconds he turns off the water again.,"CC-BY 4.0 (Attribution License), Author: Theodor Seitz",cc466f365e8bbd10,
004730.wav,running_water;cutlery_dishes;phone_ringing,iPhone 12 Pro Max,mobile,kitchen,"I turned on running water at the sink and handled dishes and cutlery nearby. During both of these sounds, a phone rang so that all three target events overlapped.","CC-BY 4.0 (Attribution License), Author: Sergey Gonchar",48d600e18e177e23,
005431.wav,footsteps;toilet_flushing;running_water,iPhone 12,mobile,hallway;toilet,"I walked into the toilet, closed the door, picked up the toilet sitting board, peed, dressed on my pants, flushed the toilet and at last washed my hands",CC0 (Public Domain Dedication),fdaa5a6090384527,toilet_board_pick_up_put_down;pants
001302.wav,coffee_machine,iPhone 16 Plus,static,kitchen,"I pour coffee beans into a coffee grinder and close the lid. I then grind the coffee beans, producing a grinding sound.","CC-BY 4.0 (Attribution License), Author: Dmytro Bondarenko",6281505830f11d19,coffee_beans;package_rustle
003550.wav,keyboard_typing;cutlery_dishes,iphone 12 ,static,bedroom,eating dinner while writing emails back most of them were replies back related to studies and the courses i was assigned to ,CC0 (Public Domain Dedication),f0bf33de3988bcef,
003073.wav,light_switch;keyboard_typing;phone_ringing,iPhone 16 Pro Max,static,office,"I turned on the light and started typing on the keyboard. While typing I scrolled the mouse and received a phone call which produced a ringing sound. After the ringing stopped, I continued typing and toggled the light switch again.","CC-BY 4.0 (Attribution License), Author: Mariia Buzoveria",cdd0ababd97e629a,mouse_scroll
001466.wav,footsteps;keychain;door_open_close;light_switch,Iphone 13,mobile,hallway,"The elevator doors opened. I walked to my apartment, pulled my keys out of my pocket, and wiped my feet on the doormat while unlocking the door. I stepped inside and turned the lights on.",CC0 (Public Domain Dedication),6243b4e793a8b76c,elevator_doors_open_close;doormat
001074.wav,vacuum_cleaner;door_open_close;keychain;keyboard_typing,iPhone 14 Pro,mobile,office,The vacuum is running as I open the door to my room to type on my keyboard fidget my keys and drink something,CC0 (Public Domain Dedication),27d57efd722c5ca6,plastic_rustle;phone_put_down
004763.wav,keyboard_typing;cutlery_dishes,Iphone 13pro max,static,office,I sat down at my desk and started working on my computer while interacting with objects on the desk.,CC0 (Public Domain Dedication),753746c37ee600a4,breathing
000535.wav,door_open_close;light_switch;cutlery_dishes;running_water;phone_ringing,iPhone 13,mobile,kitchen,I entered the kitchen and closed the door. Desiring a coffee I took the metal kettle and filled it with water. When I have put the kettle on the stove the phone started ringing.,CC0 (Public Domain Dedication),53cf24fd432c111c,kitchen_drawer_open_close
003176.wav,window_open_close;footsteps,iPhone 16,mobile,bedroom,"I walked up stairs towards window,I opened the window for a few seconds in the bedroom and then closed it.","CC-BY 4.0 (Attribution License), Author: Martin Cakin",cadfbd35fa6ac49f,
002712.wav,wardrobe_drawer_open_close;door_open_close;cutlery_dishes;running_water;footsteps,Zenfone 9,static,kitchen,"A kitchen cupboard opens, a mug is taken out, and the cupboard is closed. The kitchen drawer is opened and a spoon is taken out and placed in the mug. The tap is turned on and water is run into the mug while the person coughs. The tap is turned off and the mug is set down, the spoon rattling inside. They search for something, open the kitchen cupboard, then close it again. They open the kitchen drawer once more, clear their throat, rummage through the cutlery, take something out, then put it back, close the drawer, and shuffle away.",CC0 (Public Domain Dedication),f4aa2870190b42a0,coughing;throat_clearing
004384.wav,cutlery_dishes;running_water,Samsung Galaxy S23,static,kitchen,"I went into the kitchen and washed the dishes. Finally, an empty milk carton fell onto the floor.",CC0 (Public Domain Dedication),79b3856094c49bb8,cardboard_falls_down;floor_creaking;bird_chirping
000049.wav,window_open_close;vacuum_cleaner;footsteps,Iphone 14,mobile,bedroom,"I removed the curtains, opened the window and started vaccuming",CC0 (Public Domain Dedication),a38734c69fcc886d,curtains
004852.wav,cutlery_dishes;wardrobe_drawer_open_close,Google Pixel 9A,static,kitchen,"I picked up some plates and put them in the cabinet, afterwards I closed the cabinet",CC0 (Public Domain Dedication),12eba6fb4f2ed315,
003050.wav,running_water;cutlery_dishes,Microsoft Surface9 Tablet,static,kitchen,I washed my cutlery in the sink with running water,CC0 (Public Domain Dedication),2880dbc95687334b,
004784.wav,microwave;running_water;coffee_machine,iPhone 15 Pro max,static,kitchen,Microwave and coffee machine are working and the water running . I sit with no action.,"CC-BY 4.0 (Attribution License), Author: Shadi Nayyeri",f8fe52da0861c4b3,
002473.wav,keyboard_typing;phone_ringing,Iphone 15 Plus,static,office,I was typing on my keyboard and using my computer mouse as I recieved a notifcation from my cellular phone.,CC0 (Public Domain Dedication),0ad56db2216ace6f,mouse_click
004553.wav,keyboard_typing;window_open_close,iPhone 11 Pro Max,static,office,"I coughed, I was sitting at my desk clicking the mouse and typing on the keyboard.then sprayed some perfume. I got up, opened the window, then closed it.",CC0 (Public Domain Dedication),36324600d97df5e2,coughing;mouse_clicks;spray
004048.wav,footsteps;running_water;door_open_close,iphone 12 pro,mobile,hallway;bathroom,"I opened my room door, walked to the bathroom, opened the bathroom door and washed my hand.",CC0 (Public Domain Dedication),b59c6c025728ef61,floor_creaking
003024.wav,microwave;running_water;cutlery_dishes,IPhone 15 Pro Max,mobile,kitchen,"I started the microwave and while waiting for it to finish, I started cleaning the dishes. I was searching for space in the drying rack and saw one of my glasses had limescale on it, so I cleaned the glass. After finished cleaning it, I put it back on the drying rack.",CC0 (Public Domain Dedication),0ada14bcb30cabc5,
003898.wav,keyboard_typing,Google Pixel 8,static,bedroom,Phone lying on the table I wrote on paper and then typed on my PC,CC0 (Public Domain Dedication),c1706f4aaf88822c,writing;paper_rustling;chair_creaking
005045.wav,cutlery_dishes;microwave;toilet_flushing,MacBook Pro 2022,static,apartment,"I was doing the dishes and then put something in the microwave. Meanwhile, my roomate flushed the toilet.","CC-BY 4.0 (Attribution License), Author: Tal Yampolsky",8188e21ddcde2c4a,beep
001586.wav,footsteps;keyboard_typing;phone_ringing,iPhone 16 Pro Max,static,bedroom,"I walk into the room,sit on the chair,start typing on my keyboard and then i get a notification on my phone.",CC0 (Public Domain Dedication),84173c75aeff1ac5,chair_moving
002650.wav,footsteps;door_open_close;light_switch;keychain,IPHONE 16 PRO,mobile,hallway,"I walked through the hall to my apartment, while taking out the
 keys from my pocket. Then opened the door, then closed it 
and turned the lights on",CC0 (Public Domain Dedication),a50cb4b9f4402b22,
005285.wav,footsteps;keychain;phone_ringing,Lenovo IdeaPad 5,mobile,parking_lot,"I was walking towards my car. Then I took out my keys to open it but somebody called me on my phone, so I took it out to accept the call.",CC0 (Public Domain Dedication),a328487ba3049931,backpack_laptop_rustle;laptop_fans_spinning
001701.wav,bell_ringing;footsteps;door_open_close,Apple iPhone 17 Pro,mobile,living_room;hallway,The phone was carried on the person throughout the recording. The doorbell rang and the person got up from a sofa and walked from the living_room to the hallway. The door was opened and left open for about 3 seconds before being closed. The person then walked back to the living_room.,CC0 (Public Domain Dedication),4c771dca2f60f51d,none
000204.wav,light_switch;keyboard_typing,iPhone,static,office,I switched on the light and then typed on the keyboard for a few seconds.,"CC-BY 4.0 (Attribution License), Author: Alara Sude Nar",08474f78366cdd07,
003782.wav,bell_ringing;footsteps;keychain;door_open_close,Samsung Galaxy A54,mobile,living_room,"I was laying in bed when the doorbell rang, i then got up walked to the door and opened it with my keys",CC0 (Public Domain Dedication),c40197c11ee897a4,getting_up
002983.wav,running_water;cutlery_dishes,Iphone 14 Pro Max,static,kitchen,"I turned on the sink tap. While the water was running, I cleaned the dishes in the sink.",CC0 (Public Domain Dedication),4f95052700e25282,air_fryer_noise
004962.wav,light_switch;vacuum_cleaner;footsteps;phone_ringing,iPhone 17 Pro ,static,living_room,"I turned on the light in the living room. I turend on the vaccum cleaner. The phone rang, and i turned off the vacuum cleaner. I walked towards the phone to pick it up.",CC0 (Public Domain Dedication),47855d2c2969abb1,
001825.wav,toilet_flushing;running_water;phone_ringing,IPhone 13 Pro Max,static,bathroom,"A phone alarm was ringing while I flushed the toilet and washed my hands at the sink. All sounds were audible at the same time, and the alarm became louder near the end of the toilet flush.",CC0 (Public Domain Dedication),f817bf57845c3d7c,hand_rubbing
002593.wav,footsteps;microwave;running_water;toilet_flushing,iPhone 12 mini,static,bathroom;kitchen,"I was warming up a meal in the microwave, during which I went to the bathroom, flushed the toilet, and washed my hands. The food finished warming up while I was washing my hands.",CC0 (Public Domain Dedication),ed58e1464091ac70,floor_creaking
002020.wav,keychain;door_open_close,iPhone 15,mobile,bedroom,"I took my keys out, unlocked the door, opened the door and closed it.",CC0 (Public Domain Dedication),6194f41fd9c5c2c8,
001756.wav,cutlery_dishes;microwave,iPhone 12,static,kitchen,"I unloaded the dishes from the dishwasher while the microwave was running. At the end, you can hear the microwave beep when it's finished.",CC0 (Public Domain Dedication),b41f7c2c792c273c,
005355.wav,phone_ringing;keyboard_typing;window_open_close,Apple Iphone 12,static,living_room,I received notification on my phone. Then I started typing text on keyboard. Finally I opened the window and then closed it,CC0 (Public Domain Dedication),d3b919d6e4d5772a,
004115.wav,cutlery_dishes;wardrobe_drawer_open_close;microwave,iphone 15,static,kitchen,"I opened the drawer in the kitchen, took a plate and closed it again. I opened the microwave, put the plate in it, closed the microwave, finally, turned the microwave on.",CC0 (Public Domain Dedication),5d1c00abe1a3cff7,
001735.wav,footsteps;wardrobe_drawer_open_close;keyboard_typing;phone_ringing,iPad Pro M5,static,bedroom,"walked to the chair, sat on the chair, opened the drawer, grabbed something from the drawer, began typing on the keyboard then received a notification whilst typing",CC0 (Public Domain Dedication),622c17fe656c7a1e,desk_chair_moving;laptop_fan;items_in_drawer
000764.wav,keyboard_typing;door_open_close;footsteps,iphone_17pro,static,bedroom,I was doing my work in laptop and somebody come into my room,CC0 (Public Domain Dedication),922fad41ef667aad,
001850.wav,coffee_machine;phone_ringing;running_water,iPhone 16 Pro Max,static,kitchen,"I dropped a box onto the counter, then started the coffee machine. Whilst it was dispensing the hot liquid into my cup my phone rang. I then had hummed a bit out of curiousity.",CC0 (Public Domain Dedication),183a3cb2f07b2b9d,item_falling;suprised_hum
005591.wav,coffee_machine;running_water;microwave,iPhone XS max,static,kitchen,"The phone was fixed on the kitchen counter. The air fryer was on and I started the coffee machine. While both were running I opened the water tap and washed my hands. I then stopped the coffee machine, the water tap was turned off, and turned off the air fryer.",CC0 (Public Domain Dedication),7b25ba4a06604612,people_talking
002122.wav,keychain;door_open_close,iPhone 16,mobile,hallway,"I took the keys, unlocked the door and opened it. Then I closed and locked it again.",CC0 (Public Domain Dedication),61506fb9a208205c,
003254.wav,toilet_flushing;running_water;door_open_close,Samsung Galaxy S21 FE,static,toilet,"I flushed the toilet and then washed my hands using my soap from the soap dish. After washing my hands, I dried them with a towel. Finally, I turned the door lock and opened the door to walk out.",CC0 (Public Domain Dedication),68ed399d64c57b3e,soap_dish;towel_rustling
